File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-6539.xml	3	Contingency.Purpose.Arg2-as-goal	explicit	um zu	Und FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten ,	für diesen Fall gerüstet sein	Und FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten , um für diesen Fall gerüstet zu sein
maz-6539.xml	4	Expansion.Conjunction	explicit	Und	Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition , weil er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte .	FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten , um für diesen Fall gerüstet zu sein und sich als neuer liberaler Außenminister zu empfehlen .	Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition , weil er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte . Und FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten , um für diesen Fall gerüstet zu sein und sich als neuer liberaler Außenminister zu empfehlen .
maz-6539.xml	5	Expansion.Conjunction	explicit	und	für diesen Fall gerüstet zu sein	sich als neuer liberaler Außenminister zu empfehlen .	für diesen Fall gerüstet zu sein und sich als neuer liberaler Außenminister zu empfehlen .
maz-6539.xml	8	Comparison.Concession.Arg2-as-denier	explicit	doch	Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen ,	ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen .	Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen , doch ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen .
maz-6539.xml	9	Expansion.Instantiation.Arg2-as-instance	implicit		Alles hängt wieder einmal mit allem zusammen .	Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition , weil er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte .	Alles hängt wieder einmal mit allem zusammen . Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition , weil er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte .
maz-6539.xml	10	Expansion.Conjunction	implicit		Und FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten , um für diesen Fall gerüstet zu sein und sich als neuer liberaler Außenminister zu empfehlen .	""" Riesenstaatsmann Mümmelmann "" , wie Franz-Josef Strauß den schnauzbärtigen Fallschirmspringer aus Münster einmal titulierte , ist auch schon voll im Geschäft und wird nicht müde , Israels Politik der "" präventiven Liquidierungen "" als "" Staatsterrorismus "" zu geißeln ."	"Und FDP-Luftikus Jürgen W. Möllemann bereist seinerseits schon jetzt eifrig den Nahen Osten , um für diesen Fall gerüstet zu sein und sich als neuer liberaler Außenminister zu empfehlen . "" Riesenstaatsmann Mümmelmann "" , wie Franz-Josef Strauß den schnauzbärtigen Fallschirmspringer aus Münster einmal titulierte , ist auch schon voll im Geschäft und wird nicht müde , Israels Politik der "" präventiven Liquidierungen "" als "" Staatsterrorismus "" zu geißeln ."
maz-6539.xml	11	Expansion.Conjunction	implicit		""" Riesenstaatsmann Mümmelmann "" , wie Franz-Josef Strauß den schnauzbärtigen Fallschirmspringer aus Münster einmal titulierte , ist auch schon voll im Geschäft und wird nicht müde , Israels Politik der "" präventiven Liquidierungen "" als "" Staatsterrorismus "" zu geißeln ."	Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen , doch ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen .	""" Riesenstaatsmann Mümmelmann "" , wie Franz-Josef Strauß den schnauzbärtigen Fallschirmspringer aus Münster einmal titulierte , ist auch schon voll im Geschäft und wird nicht müde , Israels Politik der "" präventiven Liquidierungen "" als "" Staatsterrorismus "" zu geißeln . Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen , doch ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen ."
maz-6539.xml	12	Contingency.Cause.Reason	implicit		Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen , doch ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen .	Das mit Glück und einigem Geschick von Außenminister Joschka Fischer erarbeitete Gewicht Deutschlands in der Krisenregion sollte auch ein Oppositionspolitiker nicht leichtfertig verspielen .	Unter rechtsstaatlichen Gesichtspunkten sollte diese Methode der Hinrichtungen auf Verdacht in der Tat besser nicht Schule machen , doch ist ein Möchtegern-Chefdiplomat womöglich besser beraten , nicht schon vor Amtsantritt verbrannte Erde ausgerechnet in Israel zu hinterlassen . Das mit Glück und einigem Geschick von Außenminister Joschka Fischer erarbeitete Gewicht Deutschlands in der Krisenregion sollte auch ein Oppositionspolitiker nicht leichtfertig verspielen .
maz-2609.xml	3	Comparison.Concession.Arg2-as-denier	explicit	doch	dass dessen Direktor Schellnhuber kürzlich um ein Haar ins Ausland abgewandert wäre .	Dass er geblieben ist , hat vordergründig mit mehr Geld fürs Institut zu tun :	dass dessen Direktor Schellnhuber kürzlich um ein Haar ins Ausland abgewandert wäre . Dass er doch geblieben ist , hat vordergründig mit mehr Geld fürs Institut zu tun :
maz-2609.xml	4	Comparison.Concession.Arg2-as-denier	explicit	Aber	Die Stadt hat was .	was ?	Die Stadt hat was . Aber was ?
maz-2609.xml	8	Expansion.Conjunction	explicit	Und	Die Nähe zur Landesregierung ist ein Standortvorteil , wie das Tauziehen um Schellnhuber beweist .	kaum eine Region Deutschlands hat ein derart dichtes Netz von kooperierenden Wissenschaftseinrichtungen zu bieten - der Erfolg des interdisziplinären Helmholtz-Instituts für die Schulung an Supercomputern spricht Bände .	Die Nähe zur Landesregierung ist ein Standortvorteil , wie das Tauziehen um Schellnhuber beweist . Und kaum eine Region Deutschlands hat ein derart dichtes Netz von kooperierenden Wissenschaftseinrichtungen zu bieten - der Erfolg des interdisziplinären Helmholtz-Instituts für die Schulung an Supercomputern spricht Bände .
maz-2609.xml	11	Contingency.Cause.Reason	explicit	Denn	Nun kommt es darauf an , sich nicht auf Einsteins Lorbeeren auszuruhen .	weiche Standortfaktoren allein reichen nicht aus .	Nun kommt es darauf an , sich nicht auf Einsteins Lorbeeren auszuruhen . Denn weiche Standortfaktoren allein reichen nicht aus .
maz-2609.xml	12	Comparison.Concession.Arg2-as-denier	implicit		Dass er doch geblieben ist , hat vordergründig mit mehr Geld fürs Institut zu tun :	Wieso Spitzenforscher aus aller Welt in Potsdam arbeiten wollen , erklärt das alleine nicht .	Dass er doch geblieben ist , hat vordergründig mit mehr Geld fürs Institut zu tun : Wieso Spitzenforscher aus aller Welt in Potsdam arbeiten wollen , erklärt das alleine nicht .
maz-2609.xml	13	Expansion.Instantiation.Arg2-as-instance	implicit		Aber was ?	Legendäre Wissenschaftstempel wie das astrophysikalische Institut haben Tradition und Flair - das treibt dem ehemaligen AIP-Direktor Hasinger die Gänsehaut in den Nacken .	Aber was ? Legendäre Wissenschaftstempel wie das astrophysikalische Institut haben Tradition und Flair - das treibt dem ehemaligen AIP-Direktor Hasinger die Gänsehaut in den Nacken .
maz-2609.xml	14	Expansion.Conjunction	implicit		Legendäre Wissenschaftstempel wie das astrophysikalische Institut haben Tradition und Flair - das treibt dem ehemaligen AIP-Direktor Hasinger die Gänsehaut in den Nacken .	Die Nähe zur Landesregierung ist ein Standortvorteil , wie das Tauziehen um Schellnhuber beweist .	Legendäre Wissenschaftstempel wie das astrophysikalische Institut haben Tradition und Flair - das treibt dem ehemaligen AIP-Direktor Hasinger die Gänsehaut in den Nacken . Die Nähe zur Landesregierung ist ein Standortvorteil , wie das Tauziehen um Schellnhuber beweist .
maz-2609.xml	15	Contingency.Cause.Reason	implicit		Denn weiche Standortfaktoren allein reichen nicht aus .	Brandenburg muss endlich die rote Laterne in der Wissenschaftsförderung abgeben .	Denn weiche Standortfaktoren allein reichen nicht aus . Brandenburg muss endlich die rote Laterne in der Wissenschaftsförderung abgeben .
maz-10575.xml	1	Expansion.Conjunction	explicit	und	Schüler bringen sie in die Erde	sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen .	Schüler bringen sie in die Erde und sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen .
maz-10575.xml	2	Expansion.Conjunction	explicit	Und	Es machte schon Spaß zuzusehen , mit welchem Eifer die Mädchen und Jungen auf der großen Freifläche in der Berliner Straße zu Werke gingen .	das Ganze hat mit Sicherheit auch einen erzieherischen Nutzen :	Es machte schon Spaß zuzusehen , mit welchem Eifer die Mädchen und Jungen auf der großen Freifläche in der Berliner Straße zu Werke gingen . Und das Ganze hat mit Sicherheit auch einen erzieherischen Nutzen :
maz-10575.xml	6	Expansion.Conjunction	explicit	Und	Wer weiß , wie viel Arbeit in solch einer Pflanzaktion steckt , schätzt das Ergebnis am Ende umso mehr .	es weckt den Stolz darauf , etwas für die Allgemeinheit getan zu haben , schafft Verbundenheit mit der Stadt .	Wer weiß , wie viel Arbeit in solch einer Pflanzaktion steckt , schätzt das Ergebnis am Ende umso mehr . Und es weckt den Stolz darauf , etwas für die Allgemeinheit getan zu haben , schafft Verbundenheit mit der Stadt .
maz-10575.xml	7	Contingency.Cause.Reason	explicit	weil	einige ,	es in anderen Gruppen keinen Platz mehr gab .	einige , weil es in anderen Gruppen keinen Platz mehr gab .
maz-10575.xml	8	Expansion.Level-of-detail.Arg2-as-detail	implicit		Die Idee ist gut :	Die Stadt stellt Blumenzwiebeln en masse zur Verfügung , Schüler bringen sie in die Erde und sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen .	Die Idee ist gut : Die Stadt stellt Blumenzwiebeln en masse zur Verfügung , Schüler bringen sie in die Erde und sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen .
maz-10575.xml	9	Expansion.Conjunction	implicit		Die Stadt stellt Blumenzwiebeln en masse zur Verfügung , Schüler bringen sie in die Erde und sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen .	Der Auftakt , den die Grundschüler gestern gaben , ist gelungen .	Die Stadt stellt Blumenzwiebeln en masse zur Verfügung , Schüler bringen sie in die Erde und sorgen dafür , dass es im Frühjahr noch bunter ist als sonst auf kommunalen Flächen . Der Auftakt , den die Grundschüler gestern gaben , ist gelungen .
maz-10575.xml	10	Expansion.Conjunction	implicit		Der Auftakt , den die Grundschüler gestern gaben , ist gelungen .	Real- und Gesamtschüler setzen in diesen Tagen die Arbeiten an anderen Stellen fort , wie MAZ gestern berichtete .	Der Auftakt , den die Grundschüler gestern gaben , ist gelungen . Real- und Gesamtschüler setzen in diesen Tagen die Arbeiten an anderen Stellen fort , wie MAZ gestern berichtete .
maz-10575.xml	11	Contingency.Cause.Reason	implicit		Und das Ganze hat mit Sicherheit auch einen erzieherischen Nutzen :	Wer weiß , wie viel Arbeit in solch einer Pflanzaktion steckt , schätzt das Ergebnis am Ende umso mehr .	Und das Ganze hat mit Sicherheit auch einen erzieherischen Nutzen : Wer weiß , wie viel Arbeit in solch einer Pflanzaktion steckt , schätzt das Ergebnis am Ende umso mehr .
maz-10575.xml	12	Expansion.Conjunction	implicit		Und es weckt den Stolz darauf , etwas für die Allgemeinheit getan zu haben , schafft Verbundenheit mit der Stadt .	Das ist heutzutage , wo Vandalismus längst zum Alltag gehört , nicht zu unterschätzen .	Und es weckt den Stolz darauf , etwas für die Allgemeinheit getan zu haben , schafft Verbundenheit mit der Stadt . Das ist heutzutage , wo Vandalismus längst zum Alltag gehört , nicht zu unterschätzen .
maz-10575.xml	13		NoRel		Das ist heutzutage , wo Vandalismus längst zum Alltag gehört , nicht zu unterschätzen .	Die 30 Mädchen und Jungen haben sich eher zufällig in der Neigungsgruppe Biologie und Umwelt zusammengefunden .	Das ist heutzutage , wo Vandalismus längst zum Alltag gehört , nicht zu unterschätzen . Die 30 Mädchen und Jungen haben sich eher zufällig in der Neigungsgruppe Biologie und Umwelt zusammengefunden .
maz-10575.xml	14		EntRel		Die 30 Mädchen und Jungen haben sich eher zufällig in der Neigungsgruppe Biologie und Umwelt zusammengefunden .	Viele aus Interesse , einige , weil es in anderen Gruppen keinen Platz mehr gab .	Die 30 Mädchen und Jungen haben sich eher zufällig in der Neigungsgruppe Biologie und Umwelt zusammengefunden . Viele aus Interesse , einige , weil es in anderen Gruppen keinen Platz mehr gab .
maz-10575.xml	15	Comparison.Concession.Arg2-as-denier	implicit		Viele aus Interesse , einige , weil es in anderen Gruppen keinen Platz mehr gab .	Vielleicht fanden auch die gestern die Bestätigung , dass sie letztlich doch gar keine so schlechte Wahl getroffen haben .	Viele aus Interesse , einige , weil es in anderen Gruppen keinen Platz mehr gab . Vielleicht fanden auch die gestern die Bestätigung , dass sie letztlich doch gar keine so schlechte Wahl getroffen haben .
maz-13311.xml	1	Expansion.Conjunction	explicit	und	Das ganze Leben ist ein Quiz	wir sind nur die Kandidaten ,	Das ganze Leben ist ein Quiz und wir sind nur die Kandidaten ,
maz-13311.xml	3	Expansion.Conjunction	explicit	und	Der Anteil politischer Sendungen am Programm hat weiter abgenommen	ein Ende ist nicht in Sicht .	Der Anteil politischer Sendungen am Programm hat weiter abgenommen und ein Ende ist nicht in Sicht .
maz-13311.xml	5	Comparison.Concession.Arg2-as-denier	explicit	aber	Dass private Anbieter , die sich nur durch Werbung finanzieren , publikumswirksame Unterhaltungssendungen in den Vordergrund stellen , ist verständlich .	Dass die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .	Dass private Anbieter , die sich nur durch Werbung finanzieren , publikumswirksame Unterhaltungssendungen in den Vordergrund stellen , ist verständlich . Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .
maz-13311.xml	7	Contingency.Cause.Reason	explicit	Denn	Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich .	das öffentliche Mandat fordert eine gesunde Mischung von Unterhaltung und Information .	Dass aber die gebührenfinanzierten Programme ihren Auftrag - die fernsehpublizistische und politische Grundversorgung zu sichern - zunehmend ignorieren , ist mehr als bedenklich . Denn das öffentliche Mandat fordert eine gesunde Mischung von Unterhaltung und Information .
maz-13311.xml	9	Contingency.Condition.Arg2-as-cond	explicit	Wenn	kann das nicht darüber hinwegtäuschen , dass die Spaßgesellschaft längst auch beim öffentlich-rechtlichen Rundfunk den Ton angibt .	"an Katastrophen-Tagen Sondersendungen wie der "" ARD-Brennpunkt "" laufen ,"	"Wenn an Katastrophen-Tagen Sondersendungen wie der "" ARD-Brennpunkt "" laufen , kann das nicht darüber hinwegtäuschen , dass die Spaßgesellschaft längst auch beim öffentlich-rechtlichen Rundfunk den Ton angibt ."
